date,name,station_status,remote_id,station_bytes,mirror_bytes,in_mirror,size_match,verdict
2026-07-22,20260722T080127.mp4,SYNCED,3327,9355741,9355741,True,True,RECLAIM
2026-07-22,20260722T073135.mp4,SYNCED,3326,9309868,9309868,True,True,RECLAIM
2026-07-22,20260722T070124.mp4,SYNCED,3325,10017001,10017001,True,True,RECLAIM
2026-07-22,20260722T063125.mp4,SYNCED,3324,9650527,9650527,True,True,RECLAIM
2026-07-22,20260722T060129.mp4,SYNCED,3323,9328246,9328246,True,True,RECLAIM
2026-07-22,20260722T053125.mp4,FAILED,,9308887,9308887,True,True,ALREADY-ON-SERVER
2026-07-22,20260722T050131.mp4,SYNCED,3321,10358174,10358174,True,True,RECLAIM
2026-07-22,20260722T043126.mp4,SYNCED,3320,9316273,9316273,True,True,RECLAIM
2026-07-22,20260722T040131.mp4,SYNCED,3319,10065346,10065346,True,True,RECLAIM
2026-07-22,20260722T033123.mp4,SYNCED,3318,9311453,9311453,True,True,RECLAIM
2026-07-22,20260722T030132.mp4,SYNCED,3317,9302516,9302516,True,True,RECLAIM
